Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2014","Lyme disease, Cum 2014, flag","Lyme disease, Cum 2013","Lyme disease, Cum 2013, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2014","Malaria, Cum 2014, flag","Malaria, Cum 2013","Malaria, Cum 2013, flag","Meningococcal disease, invasive†, All serogroups, Current week","Meningococcal disease, invasive†, All serogroups, Current week, flag","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive†, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive†, All serogroups, Cum 2014","Meningococcal disease, invasive†, All serogroups, Cum 2014, flag","Meningococcal disease, invasive†, All serogroups, Cum 2013","Meningococcal disease, invasive†, All serogroups, Cum 2013, flag",Location 1 (city),Location 1,Location 2,Location 1 (state)
NEW MEXICO,2014,31,,-,0,,1,,,-,4,,,-,0,,1,,1,,1,,,-,0,,1,,2,,1,,,,,NEW MEXICO
UTAH,2014,31,,-,0,,2,,2,,13,,,-,0,,1,,1,,5,,,-,0,,1,,1,,7,,,,,UTAH
WYOMING,2014,31,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,,,WYOMING
PACIFIC,2014,31,2,,2,,10,,57,,104,,1,,3,,9,,63,,76,,2,,2,,7,,64,,93,,,,,
ALASKA,2014,31,,-,0,,3,,12,,6,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,,,,ALASKA
CALIFORNIA,2014,31,,-,0,,8,,4,,66,,,-,2,,5,,38,,52,,,-,1,,5,,40,,75,,,,,CALIFORNIA
OREGON,2014,31,,-,1,,4,,39,,27,,,-,0,,1,,7,,6,,2,,0,,3,,15,,9,,,,,OREGON
WASHINGTON,2014,31,2,,0,,4,,2,,5,,1,,0,,3,,17,,15,,,-,0,,5,,8,,8,,,,,WASHINGTON
AMER. SAMOA,2014,31,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,AMER. SAMOA
C.N.M.I.,2014,31,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,C.N.M.I.
GUAM,2014,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,,,,GUAM
PUERTO RICO,2014,31,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,1,,1,,1,,,,,PUERTO RICO
VIRGIN ISL.,2014,31,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,VIRGIN ISL.
OKLAHOMA,2014,31,,-,0,,2,,,-,1,,,-,0,,2,,2,,7,,,-,0,,2,,7,,5,,,POINT (-97.52106845499969 35.472031425000466),,OKLAHOMA
INDIANA,2014,31,,-,0,,3,,3,,89,,,-,0,,2,,4,,13,,,-,0,,1,,3,,12,,,POINT (-86.14995579899966 39.76691072200049),,INDIANA
SOUTH CAROLINA,2014,31,,-,1,,5,,14,,12,,,-,0,,1,,2,,7,,,-,0,,1,,2,,2,,,POINT (-81.04536765699964 33.99882214300044),,SOUTH CAROLINA
ARKANSAS,2014,31,,-,0,,0,,,-,,-,,-,0,,1,,2,,1,,,-,0,,1,,1,,5,,,POINT (-92.27448794899965 34.74865329300047),,ARKANSAS
HAWAII,2014,31,,N,0,,0,,,N,,N,,-,0,,0,,,-,1,,,-,0,,1,,1,,1,,,POINT (-157.85774691599974 21.304853205000427),,HAWAII
UNITED STATES,2014,32,403,,426,,1532,,13573,,23274,,19,,25,,51,,794,,937,,3,,8,,24,,270,,378,,,,,
NEW ENGLAND,2014,32,29,,128,,513,,3789,,8856,,1,,2,,8,,48,,75,,,-,0,,3,,9,,15,,,,,
MID. ATLANTIC,2014,32,301,,179,,744,,7341,,8534,,10,,8,,21,,213,,217,,,-,1,,3,,26,,57,,,,,
E.N. CENTRAL,2014,32,6,,18,,106,,725,,1857,,1,,2,,6,,63,,97,,,-,1,,4,,31,,40,,,,,
W.N. CENTRAL,2014,32,,-,8,,139,,141,,1887,,1,,2,,7,,43,,65,,,-,0,,3,,16,,29,,,,,
S. ATLANTIC,2014,32,64,,46,,309,,1396,,1884,,6,,7,,17,,259,,259,,,-,1,,6,,62,,68,,,,,
DIST. OF COL.,2014,32,,N,0,,4,,,N,,N,,-,0,,2,,3,,12,,,-,0,,0,,,-,,-,,,,DIST. OF COL.
E.S. CENTRAL,2014,32,1,,2,,10,,88,,38,,,-,1,,4,,26,,25,,,-,0,,2,,11,,9,,,,,
W.S. CENTRAL,2014,32,,-,0,,13,,9,,44,,,-,1,,21,,46,,60,,2,,1,,6,,29,,37,,,,,
MOUNTAIN,2014,32,,-,1,,6,,22,,63,,,-,1,,6,,31,,59,,1,,0,,3,,21,,30,,,,,
PACIFIC,2014,32,2,,2,,10,,62,,111,,,-,3,,9,,65,,80,,,-,2,,7,,65,,93,,,,,
AMER. SAMOA,2014,32,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,AMER. SAMOA
C.N.M.I.,2014,32,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,C.N.M.I.
VIRGIN ISL.,2014,32,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,VIRGIN ISL.
NEW HAMPSHIRE,2014,32,,-,9,,56,,253,,1254,,1,,0,,2,,3,,6,,,-,0,,0,,,-,2,,,POINT (-71.50035726399966 43.65595081000049),,NEW HAMPSHIRE
VIRGINIA,2014,32,30,,14,,267,,426,,547,,,-,1,,5,,44,,47,,,-,0,,2,,5,,5,,,POINT (-78.45788924199968 37.542682294000485),,VIRGINIA
NEW YORK,2014,32,149,,49,,235,,1628,,1710,,4,,1,,5,,36,,31,,,-,0,,3,,5,,14,,,POINT (-75.54396639699968 42.82700178100049),,NEW YORK
WISCONSIN,2014,32,,-,14,,73,,548,,1350,,,-,0,,2,,4,,8,,,-,0,,1,,4,,11,,,POINT (-89.81636715299965 44.393191877000504),,WISCONSIN
TEXAS,2014,32,,-,0,,11,,8,,43,,,-,1,,19,,36,,46,,2,,0,,5,,16,,19,,,POINT (-99.4267664729997 31.827240712000446),,TEXAS
RHODE ISLAND,2014,32,6,,9,,57,,354,,300,,,-,0,,8,,7,,,-,,-,0,,1,,1,,1,,,POINT (-71.52246918099962 41.708284362000484),,RHODE ISLAND
OHIO,2014,32,4,,1,,7,,43,,56,,1,,1,,3,,25,,17,,,-,0,,2,,6,,7,,,POINT (-82.40425685299965 40.06021184000048),,OHIO
NEVADA,2014,32,,-,0,,1,,3,,5,,,-,0,,2,,6,,5,,,-,0,,1,,2,,1,,,POINT (-117.07183978499972 39.493242807000456),,NEVADA
MASSACHUSETTS,2014,32,,-,48,,186,,1543,,3856,,,-,1,,4,,25,,46,,,-,0,,3,,7,,5,,,POINT (-72.08268985899963 42.27687014100047),,MASSACHUSETTS
MICHIGAN,2014,32,2,,2,,14,,46,,84,,,-,0,,2,,10,,12,,,-,0,,2,,8,,3,,,POINT (-84.71438724399968 44.66132176400049),,MICHIGAN
ALABAMA,2014,32,,-,0,,6,,35,,14,,,-,0,,1,,6,,2,,,-,0,,1,,4,,2,,,POINT (-86.63185803899967 32.84057034900047),,ALABAMA
SOUTH DAKOTA,2014,32,,-,0,,1,,2,,3,,,-,0,,1,,2,,5,,,-,0,,1,,2,,4,,,POINT (-100.37352811899967 44.35313049600046),,SOUTH DAKOTA
ALASKA,2014,32,,-,0,,3,,13,,6,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,,POINT (-147.72205669099972 64.84507631500048),,ALASKA
CONNECTICUT,2014,32,1,,23,,118,,808,,2162,,,-,0,,2,,7,,17,,,-,0,,1,,1,,2,,,POINT (-72.64983753699966 41.56266101800048),,CONNECTICUT
MISSISSIPPI,2014,32,,-,0,,0,,,-,,-,,-,0,,1,,1,,2,,,-,0,,1,,1,,3,,,POINT (-89.53802764499966 32.745512774000474),,MISSISSIPPI
KENTUCKY,2014,32,,-,1,,9,,31,,15,,,-,0,,2,,8,,8,,,-,0,,1,,2,,1,,,POINT (-84.77496612599964 37.645970985000474),,KENTUCKY
NEW YORK CITY,2014,32,5,,3,,441,,499,,435,,6,,3,,13,,101,,85,,,-,0,,2,,8,,14,,,POINT (-74.00596858999967 40.71426755700048),,NEW YORK CITY
TENNESSEE,2014,32,1,,0,,4,,22,,9,,,-,0,,2,,11,,13,,,-,0,,1,,4,,3,,,POINT (-85.77448642199965 35.68094014000047),,TENNESSEE
KANSAS,2014,32,,-,0,,3,,7,,18,,,-,0,,2,,8,,7,,,-,0,,1,,1,,3,,,POINT (-98.20077655499966 38.3477418760005),,KANSAS
FLORIDA,2014,32,9,,2,,8,,58,,65,,3,,1,,3,,33,,35,,,-,1,,3,,29,,35,,,POINT (-81.92895558499964 28.93204444200046),,FLORIDA
ARKANSAS,2014,32,,-,0,,0,,,-,,-,,-,0,,1,,2,,1,,,-,0,,1,,1,,5,,,POINT (-92.27448794899965 34.74865329300047),,ARKANSAS
HAWAII,2014,32,,N,0,,0,,,N,,N,,-,0,,0,,,-,1,,,-,0,,1,,1,,1,,,POINT (-157.85774691599974 21.304853205000427),,HAWAII
WASHINGTON,2014,32,1,,0,,4,,3,,6,,,-,0,,3,,17,,15,,,-,0,,5,,8,,8,,,POINT (-120.47002746299972 47.5222894470005),,WASHINGTON
OREGON,2014,32,1,,1,,4,,42,,30,,,-,0,,1,,7,,6,,,-,0,,3,,14,,9,,,POINT (-120.15502977999972 44.56745218600048),,OREGON
ARIZONA,2014,32,,-,0,,2,,5,,13,,,-,0,,3,,15,,25,,,-,0,,2,,9,,10,,,POINT (-111.76380949799972 34.865970167000455),,ARIZONA
DELAWARE,2014,32,5,,8,,24,,252,,299,,,-,0,,1,,2,,6,,,-,0,,1,,1,,2,,,POINT (-75.57773943699965 39.00883059000046),,DELAWARE
IOWA,2014,32,,-,1,,13,,106,,202,,,-,0,,2,,8,,6,,,-,0,,1,,1,,1,,,POINT (-93.81648936699969 42.469401477000474),,IOWA
CALIFORNIA,2014,32,,-,0,,8,,4,,69,,,-,2,,5,,40,,56,,,-,1,,5,,42,,75,,,POINT (-120.99999889499969 37.63864203100047),,CALIFORNIA
NEW JERSEY,2014,32,1,,41,,129,,1065,,2652,,,-,1,,6,,40,,59,,,-,0,,2,,5,,11,,,POINT (-74.27368565099965 40.13057159500045),,NEW JERSEY
IDAHO,2014,32,,-,0,,1,,6,,11,,,-,0,,1,,1,,3,,,-,0,,1,,2,,4,,,POINT (-114.3637261449997 43.68263160000049),,IDAHO
LOUISIANA,2014,32,,-,0,,1,,1,,,-,,-,0,,1,,6,,6,,,-,0,,2,,5,,8,,,POINT (-92.44567554599968 31.312664106000454),,LOUISIANA
MONTANA,2014,32,,-,0,,2,,6,,12,,,-,0,,1,,1,,,-,1,,0,,1,,4,,,-,,POINT (-109.42441687999968 47.06652759400049),,MONTANA
SOUTH CAROLINA,2014,32,,-,1,,5,,14,,13,,,-,0,,1,,2,,8,,,-,0,,1,,2,,2,,,POINT (-81.04536765699964 33.99882214300044),,SOUTH CAROLINA
NEBRASKA,2014,32,,-,0,,4,,10,,7,,,-,0,,2,,6,,3,,,-,0,,1,,,-,3,,,POINT (-99.36571864599966 41.641041981000456),,NEBRASKA
INDIANA,2014,32,,-,0,,3,,3,,91,,,-,0,,2,,4,,13,,,-,0,,1,,3,,12,,,POINT (-86.14995579899966 39.76691072200049),,INDIANA
MARYLAND,2014,32,19,,16,,51,,513,,779,,3,,2,,10,,96,,87,,,-,0,,1,,4,,3,,,POINT (-76.60925970899967 39.29058224000045),,MARYLAND
ILLINOIS,2014,32,,-,1,,15,,85,,276,,,-,1,,4,,20,,47,,,-,0,,2,,10,,7,,,POINT (-88.99770813999965 40.48501433000047),,ILLINOIS
UTAH,2014,32,,-,0,,2,,2,,15,,,-,0,,1,,1,,5,,,-,0,,1,,1,,7,,,POINT (-111.5871285339997 39.36070082200047),,UTAH
PENNSYLVANIA,2014,32,146,,61,,515,,4149,,3737,,,-,1,,4,,36,,42,,,-,0,,2,,8,,18,,,POINT (-77.86069775999965 40.79373260300048),,PENNSYLVANIA
MINNESOTA,2014,32,,-,0,,129,,3,,1642,,,-,0,,5,,2,,40,,,-,0,,2,,4,,9,,,POINT (-94.79419697699967 46.35564575300049),,MINNESOTA
NORTH DAKOTA,2014,32,,-,0,,4,,8,,14,,,-,0,,1,,6,,2,,,-,0,,1,,1,,3,,,POINT (-100.11842599699969 47.47531892900048),,NORTH DAKOTA
MAINE,2014,32,19,,16,,74,,553,,773,,,-,0,,2,,4,,3,,,-,0,,1,,,-,2,,,POINT (-68.98502952999962 45.2542257390005),,MAINE
NEW MEXICO,2014,32,,-,0,,1,,,-,4,,,-,0,,1,,1,,1,,,-,0,,1,,2,,1,,,POINT (-106.24057768899968 34.520884020000494),,NEW MEXICO
OKLAHOMA,2014,32,,-,0,,2,,,-,1,,,-,0,,2,,2,,7,,,-,0,,2,,7,,5,,,POINT (-97.52106845499969 35.472031425000466),,OKLAHOMA
COLORADO,2014,32,,-,0,,0,,,-,,-,,-,0,,3,,6,,20,,,-,0,,1,,1,,5,,,POINT (-106.13360888799969 38.84384201300048),,COLORADO
PUERTO RICO,2014,32,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,1,,1,,1,,,POINT (-66.49988980099965 18.24828934900046),,PUERTO RICO
WYOMING,2014,32,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,POINT (-108.10982744299969 43.235543013000495),,WYOMING
GEORGIA,2014,32,,-,0,,3,,3,,6,,,-,1,,5,,52,,48,,,-,0,,2,,10,,9,,,POINT (-83.62757601199968 32.83968158500045),,GEORGIA
MISSOURI,2014,32,,-,0,,1,,5,,1,,1,,0,,1,,11,,2,,,-,0,,2,,7,,6,,,POINT (-92.56629737199967 38.63579079900046),,MISSOURI
NORTH CAROLINA,2014,32,,-,0,,27,,64,,82,,,-,0,,7,,25,,15,,,-,0,,3,,11,,10,,,POINT (-79.15924924699965 35.46622096200048),,NORTH CAROLINA
WEST VIRGINIA,2014,32,1,,2,,11,,66,,93,,,-,0,,1,,2,,1,,,-,0,,0,,,-,2,,,POINT (-80.71263935099967 38.66551303900047),,WEST VIRGINIA
VERMONT,2014,32,3,,10,,57,,278,,511,,,-,0,,2,,2,,3,,,-,0,,1,,,-,3,,,POINT (-72.51763944499965 43.62538000100045),,VERMONT
GUAM,2014,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,,POINT (144.73149801400064 13.480998894000436),,GUAM
UNITED STATES,2014,33,370,,435,,1386,,15333,,24706,,25,,25,,51,,842,,979,,3,,8,,24,,274,,384,,,,,
NEW ENGLAND,2014,33,20,,128,,513,,4342,,9369,,,-,2,,8,,55,,79,,,-,0,,3,,9,,16,,,,,
MID. ATLANTIC,2014,33,246,,179,,776,,8272,,9095,,8,,8,,21,,227,,231,,,-,1,,3,,26,,60,,,,,
E.N. CENTRAL,2014,33,4,,18,,106,,815,,1963,,1,,2,,6,,65,,102,,,-,1,,4,,31,,40,,,,,
W.N. CENTRAL,2014,33,1,,7,,115,,155,,2002,,,-,1,,7,,43,,71,,,-,0,,3,,16,,29,,,,,
S. ATLANTIC,2014,33,89,,46,,309,,1548,,22007,,10,,7,,17,,273,,264,,,-,1,,6,,62,,68,,,,,
DIST. OF COL.,2014,33,,-,0,,4,,13,,25,,,-,0,,2,,3,,12,,,-,0,,0,,,-,,-,,,,DIST. OF COL.
E.S. CENTRAL,2014,33,4,,2,,10,,96,,42,,1,,1,,4,,27,,26,,,-,0,,2,,12,,9,,,,,
W.S. CENTRAL,2014,33,1,,0,,13,,11,,44,,,-,1,,21,,47,,60,,,-,1,,6,,29,,37,,,,,
MOUNTAIN,2014,33,,-,1,,5,,26,,65,,,-,1,,6,,32,,62,,,-,0,,3,,21,,31,,,,,
PACIFIC,2014,33,5,,2,,10,,68,,119,,5,,3,,9,,73,,84,,3,,2,,7,,68,,94,,,,,
AMER. SAMOA,2014,33,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,AMER. SAMOA
C.N.M.I.,2014,33,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,C.N.M.I.
VIRGIN ISL.,2014,33,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,,VIRGIN ISL.
NORTH CAROLINA,2014,33,,-,0,,27,,64,,84,,,-,0,,7,,25,,15,,,-,0,,3,,11,,10,,,POINT (-79.15924924699965 35.46622096200048),,NORTH CAROLINA
MICHIGAN,2014,33,1,,2,,14,,51,,98,,,-,0,,2,,10,,13,,,-,0,,2,,8,,3,,,POINT (-84.71438724399968 44.66132176400049),,MICHIGAN
DELAWARE,2014,33,2,,7,,24,,257,,309,,,-,0,,1,,2,,6,,,-,0,,1,,1,,2,,,POINT (-75.57773943699965 39.00883059000046),,DELAWARE
CONNECTICUT,2014,33,,-,22,,118,,808,,2280,,,-,0,,2,,7,,17,,,-,0,,1,,1,,2,,,POINT (-72.64983753699966 41.56266101800048),,CONNECTICUT
LOUISIANA,2014,33,,-,0,,1,,1,,,-,,-,0,,1,,6,,6,,,-,0,,2,,5,,8,,,POINT (-92.44567554599968 31.312664106000454),,LOUISIANA
NEVADA,2014,33,,-,0,,2,,5,,5,,,-,0,,2,,6,,5,,,-,0,,1,,2,,1,,,POINT (-117.07183978499972 39.493242807000456),,NEVADA
COLORADO,2014,33,,-,0,,0,,,-,,-,,-,0,,3,,6,,22,,,-,0,,1,,1,,6,,,POINT (-106.13360888799969 38.84384201300048),,COLORADO
SOUTH CAROLINA,2014,33,,-,1,,5,,19,,16,,,-,0,,1,,2,,8,,,-,0,,1,,2,,2,,,POINT (-81.04536765699964 33.99882214300044),,SOUTH CAROLINA
ARIZONA,2014,33,,-,0,,2,,5,,14,,,-,0,,3,,15,,25,,,-,0,,2,,9,,10,,,POINT (-111.76380949799972 34.865970167000455),,ARIZONA
NEW HAMPSHIRE,2014,33,,-,8,,56,,257,,1310,,,-,0,,2,,3,,6,,,-,0,,0,,,-,2,,,POINT (-71.50035726399966 43.65595081000049),,NEW HAMPSHIRE
WASHINGTON,2014,33,3,,0,,4,,6,,7,,3,,0,,3,,20,,16,,2,,0,,5,,10,,8,,,POINT (-120.47002746299972 47.5222894470005),,WASHINGTON
MINNESOTA,2014,33,,-,0,,98,,3,,1740,,,-,0,,5,,2,,42,,,-,0,,2,,4,,9,,,POINT (-94.79419697699967 46.35564575300049),,MINNESOTA
INDIANA,2014,33,,-,0,,3,,5,,93,,,-,0,,2,,5,,14,,,-,0,,1,,3,,12,,,POINT (-86.14995579899966 39.76691072200049),,INDIANA
OHIO,2014,33,2,,1,,9,,51,,62,,1,,1,,3,,26,,17,,,-,0,,2,,6,,7,,,POINT (-82.40425685299965 40.06021184000048),,OHIO
RHODE ISLAND,2014,33,,-,9,,61,,368,,339,,,-,0,,8,,8,,,-,,-,0,,1,,1,,1,,,POINT (-71.52246918099962 41.708284362000484),,RHODE ISLAND
ARKANSAS,2014,33,,-,0,,0,,,-,,-,,-,0,,1,,2,,1,,,-,0,,1,,1,,5,,,POINT (-92.27448794899965 34.74865329300047),,ARKANSAS
NEW JERSEY,2014,33,,-,45,,129,,1433,,2752,,,-,1,,6,,43,,63,,,-,0,,2,,5,,11,,,POINT (-74.27368565099965 40.13057159500045),,NEW JERSEY
GEORGIA,2014,33,,-,0,,3,,3,,6,,,-,1,,5,,54,,49,,,-,0,,2,,10,,9,,,POINT (-83.62757601199968 32.83968158500045),,GEORGIA
OREGON,2014,33,2,,1,,4,,45,,30,,,-,0,,2,,9,,6,,,-,0,,3,,14,,9,,,POINT (-120.15502977999972 44.56745218600048),,OREGON
NEW MEXICO,2014,33,,-,0,,1,,,-,4,,,-,0,,1,,1,,1,,,-,0,,1,,2,,1,,,POINT (-106.24057768899968 34.520884020000494),,NEW MEXICO
HAWAII,2014,33,,N,0,,0,,,N,,N,,-,0,,0,,,-,1,,,-,0,,1,,1,,1,,,POINT (-157.85774691599974 21.304853205000427),,HAWAII
WEST VIRGINIA,2014,33,,-,2,,11,,66,,97,,,-,0,,1,,2,,1,,,-,0,,0,,,-,2,,,POINT (-80.71263935099967 38.66551303900047),,WEST VIRGINIA
CALIFORNIA,2014,33,,-,0,,8,,4,,76,,2,,2,,5,,43,,59,,1,,1,,5,,43,,76,,,POINT (-120.99999889499969 37.63864203100047),,CALIFORNIA
NEW YORK CITY,2014,33,3,,3,,441,,502,,477,,5,,3,,13,,106,,92,,,-,0,,2,,8,,14,,,POINT (-74.00596858999967 40.71426755700048),,NEW YORK CITY
MARYLAND,2014,33,16,,16,,53,,551,,805,,3,,2,,10,,100,,89,,,-,0,,1,,4,,3,,,POINT (-76.60925970899967 39.29058224000045),,MARYLAND
NEBRASKA,2014,33,1,,0,,4,,11,,7,,,-,0,,2,,6,,3,,,-,0,,1,,,-,3,,,POINT (-99.36571864599966 41.641041981000456),,NEBRASKA
MONTANA,2014,33,,-,0,,2,,6,,12,,,-,0,,1,,1,,,-,,-,0,,1,,4,,,-,,POINT (-109.42441687999968 47.06652759400049),,MONTANA
PUERTO RICO,2014,33,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,,-,0,,1,,1,,1,,,POINT (-66.49988980099965 18.24828934900046),,PUERTO RICO
MISSOURI,2014,33,,-,0,,1,,5,,2,,,-,0,,1,,11,,3,,,-,0,,2,,7,,6,,,POINT (-92.56629737199967 38.63579079900046),,MISSOURI
TENNESSEE,2014,33,2,,0,,4,,25,,9,,1,,0,,2,,12,,13,,,-,0,,1,,4,,3,,,POINT (-85.77448642199965 35.68094014000047),,TENNESSEE
NORTH DAKOTA,2014,33,,-,0,,4,,9,,17,,,-,0,,1,,6,,3,,,-,0,,1,,1,,3,,,POINT (-100.11842599699969 47.47531892900048),,NORTH DAKOTA
MAINE,2014,33,9,,16,,74,,609,,846,,,-,0,,2,,4,,3,,,-,0,,1,,,-,2,,,POINT (-68.98502952999962 45.2542257390005),,MAINE
GUAM,2014,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,,POINT (144.73149801400064 13.480998894000436),,GUAM
KANSAS,2014,33,,-,0,,3,,9,,21,,,-,0,,2,,8,,7,,,-,0,,1,,1,,3,,,POINT (-98.20077655499966 38.3477418760005),,KANSAS
ILLINOIS,2014,33,,-,1,,13,,111,,288,,,-,0,,4,,20,,50,,,-,0,,2,,10,,7,,,POINT (-88.99770813999965 40.48501433000047),,ILLINOIS
WISCONSIN,2014,33,1,,13,,72,,597,,1422,,,-,0,,2,,4,,8,,,-,0,,1,,4,,11,,,POINT (-89.81636715299965 44.393191877000504),,WISCONSIN
OKLAHOMA,2014,33,,-,0,,2,,,-,1,,,-,0,,2,,2,,7,,,-,0,,2,,7,,5,,,POINT (-97.52106845499969 35.472031425000466),,OKLAHOMA
ALABAMA,2014,33,1,,0,,6,,39,,16,,,-,0,,1,,6,,2,,,-,0,,1,,5,,2,,,POINT (-86.63185803899967 32.84057034900047),,ALABAMA
NEW YORK,2014,33,127,,49,,226,,1766,,1881,,3,,1,,5,,39,,33,,,-,0,,3,,5,,16,,,POINT (-75.54396639699968 42.82700178100049),,NEW YORK
IOWA,2014,33,,-,1,,14,,116,,211,,,-,0,,2,,8,,8,,,-,0,,1,,1,,1,,,POINT (-93.81648936699969 42.469401477000474),,IOWA
MISSISSIPPI,2014,33,,-,0,,0,,,-,,-,,-,0,,1,,1,,3,,,-,0,,1,,1,,3,,,POINT (-89.53802764499966 32.745512774000474),,MISSISSIPPI
VIRGINIA,2014,33,65,,14,,267,,498,,571,,3,,1,,5,,48,,48,,,-,0,,2,,5,,5,,,POINT (-78.45788924199968 37.542682294000485),,VIRGINIA
TEXAS,2014,33,1,,0,,11,,10,,43,,,-,1,,19,,37,,46,,,-,0,,5,,16,,19,,,POINT (-99.4267664729997 31.827240712000446),,TEXAS
PENNSYLVANIA,2014,33,116,,61,,529,,4571,,3985,,,-,1,,4,,39,,43,,,-,0,,2,,8,,19,,,POINT (-77.86069775999965 40.79373260300048),,PENNSYLVANIA
MASSACHUSETTS,2014,33,1,,54,,201,,1985,,4042,,,-,1,,4,,31,,50,,,-,0,,3,,7,,6,,,POINT (-72.08268985899963 42.27687014100047),,MASSACHUSETTS
WYOMING,2014,33,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,POINT (-108.10982744299969 43.235543013000495),,WYOMING
VERMONT,2014,33,10,,10,,57,,315,,552,,,-,0,,2,,2,,3,,,-,0,,1,,,-,3,,,POINT (-72.51763944499965 43.62538000100045),,VERMONT
IDAHO,2014,33,,-,0,,1,,6,,12,,,-,0,,1,,1,,3,,,-,0,,1,,2,,4,,,POINT (-114.3637261449997 43.68263160000049),,IDAHO
FLORIDA,2014,33,6,,2,,9,,64,,72,,4,,1,,3,,37,,36,,,-,1,,3,,29,,35,,,POINT (-81.92895558499964 28.93204444200046),,FLORIDA
KENTUCKY,2014,33,1,,1,,9,,32,,17,,,-,0,,2,,8,,8,,,-,0,,1,,2,,1,,,POINT (-84.77496612599964 37.645970985000474),,KENTUCKY
UTAH,2014,33,,-,0,,1,,2,,15,,,-,0,,1,,2,,6,,,-,0,,1,,1,,7,,,POINT (-111.5871285339997 39.36070082200047),,UTAH
ALASKA,2014,33,,-,0,,3,,13,,6,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,,POINT (-147.72205669099972 64.84507631500048),,ALASKA
SOUTH DAKOTA,2014,33,,-,0,,1,,2,,4,,,-,0,,1,,2,,5,,,-,0,,1,,2,,4,,,POINT (-100.37352811899967 44.35313049600046),,SOUTH DAKOTA
UNITED STATES,2014,34,393,,443,,1354,,16632,,25886,,30,,25,,51,,870,,1030,,2,,8,,24,,281,,392,,,,,
NEW ENGLAND,2014,34,71,,123,,393,,4940,,9741,,3,,2,,8,,60,,85,,,-,0,,3,,9,,16,,,,,
MID. ATLANTIC,2014,34,261,,179,,783,,8762,,9625,,10,,8,,21,,237,,244,,1,,1,,3,,27,,61,,,,,
E.N. CENTRAL,2014,34,4,,18,,88,,904,,2049,,2,,2,,6,,70,,105,,,-,1,,4,,31,,41,,,,,
W.N. CENTRAL,2014,34,,-,7,,104,,162,,2106,,1,,1,,7,,44,,75,,,-,0,,3,,16,,29,,,,,
S. ATLANTIC,2014,34,49,,46,,309,,1646,,2081,,10,,7,,16,,274,,277,,1,,1,,6,,64,,69,,,,,
DIST. OF COL.,2014,34,,-,0,,4,,13,,22,,,-,0,,2,,3,,12,,,-,0,,0,,,-,,-,,,,DIST. OF COL.
E.S. CENTRAL,2014,34,5,,2,,10,,105,,45,,2,,1,,4,,29,,27,,,-,0,,2,,12,,9,,,,,
W.S. CENTRAL,2014,34,,-,0,,13,,12,,45,,,-,1,,21,,47,,64,,,-,1,,6,,30,,40,,,,,
MOUNTAIN,2014,34,2,,1,,5,,28,,68,,1,,1,,6,,34,,66,,,-,0,,3,,21,,31,,,,,
