Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Max†","Cryptosporidiosis, Previous 52 weeks Max†, flag","Cryptosporidiosis, Cum 2021†","Cryptosporidiosis, Cum 2021†, flag","Cryptosporidiosis, Cum 2020†","Cryptosporidiosis, Cum 2020†, flag","Cyclosporiasis, Current week","Cyclosporiasis, Current week, flag","Cyclosporiasis, Previous 52 weeks Max†","Cyclosporiasis, Previous 52 weeks Max†, flag","Cyclosporiasis, Cum 2021†","Cyclosporiasis, Cum 2021†, flag","Cyclosporiasis, Cum 2020†","Cyclosporiasis, Cum 2020†, flag",Location 1,Location 2,Reporting Area Sort,geocode,Counties,States
WYOMING,2021,10,,-,1,,1,,3,,,-,1,,,-,,-,WYOMING,,20211056,POINT (-107.55145 42.999627),3084,14
PACIFIC,2021,10,1,,21,,86,,126,,,-,2,,,-,2,,,PACIFIC,20211057,,,
ALASKA,2021,10,,-,1,,,-,3,,,-,1,,,-,,-,ALASKA,,20211058,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2021,10,,-,9,,27,,82,,,-,2,,,-,2,,CALIFORNIA,,20211059,POINT (-119.662127 37.211164),1196,8
HAWAII,2021,10,,-,1,,,-,,-,,-,0,,,-,,-,HAWAII,,20211060,POINT (-157.854309 21.361013),1657,4
OREGON,2021,10,,-,5,,28,,13,,,-,0,,,-,,-,OREGON,,20211061,POINT (-120.605279 43.940449),719,12
WASHINGTON,2021,10,1,,11,,31,,28,,,-,0,,,-,,-,WASHINGTON,,20211062,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2021,10,,-,1,,,-,1,,,-,0,,,-,,-,,US TERRITORIES,20211063,,,
AMERICAN SAMOA,2021,10,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20211064,,,
NORTHERN MARIANA ISLANDS,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20211065,POINT (145.725693 15.1834),,
GUAM,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20211066,POINT (144.653198 13.3532),,
PUERTO RICO,2021,10,,-,1,,,-,1,,,-,0,,,-,,-,PUERTO RICO,,20211067,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2021,10,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20211068,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2021,10,,-,1,,,-,1,,,-,0,,,-,,-,,NON-US RESIDENTS,20211069,,,
TOTAL,2021,10,29,,208,,557,,1453,,1,,250,,16,,25,,,TOTAL,20211070,,,
US RESIDENTS,2021,11,24,,211,,660,,1568,,,-,250,,19,,29,,,US RESIDENTS,20211101,,,
NEW ENGLAND,2021,11,,-,20,,38,,71,,,-,5,,,-,1,,,NEW ENGLAND,20211102,,,
CONNECTICUT,2021,11,,-,4,,1,,6,,,-,2,,,-,,-,CONNECTICUT,,20211103,POINT (-72.738288 41.575155),1043,24
MAINE,2021,11,,-,5,,12,,8,,,-,0,,,-,,-,MAINE,,20211104,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2021,11,,-,6,,16,,34,,,-,4,,,-,1,,MASSACHUSETTS,,20211105,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2021,11,,-,3,,5,,10,,,-,2,,,-,,-,NEW HAMPSHIRE,,20211106,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2021,11,,-,2,,3,,6,,,-,1,,,-,,-,RHODE ISLAND,,20211107,POINT (-71.534637 41.572574),2703,27
VERMONT,2021,11,,-,11,,1,,7,,,-,0,,,-,,-,VERMONT,,20211108,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2021,11,7,,46,,92,,228,,,-,34,,1,,3,,,MIDDLE ATLANTIC,20211109,,,
NEW JERSEY,2021,11,,-,5,,,-,34,,,-,19,,,-,2,,NEW JERSEY,,20211110,POINT (-74.655514 40.110253),2447,46
NEW YORK,2021,11,6,,31,,30,,62,,,-,5,,1,,1,,NEW YORK,,20211111,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2021,11,,-,5,,23,,65,,,-,17,,,-,,-,,NEW YORK CITY,20211112,,,
PENNSYLVANIA,2021,11,1,,13,,39,,67,,,N,,NC,,N,,N,PENNSYLVANIA,,20211113,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2021,11,2,,61,,101,,301,,,-,112,,11,,8,,,EAST NORTH CENTRAL,20211114,,,
ILLINOIS,2021,11,,-,12,,10,,56,,,-,97,,,-,1,,ILLINOIS,,20211115,POINT (-89.148632 40.124144),1721,34
INDIANA,2021,11,,-,6,,4,,28,,,-,2,,,-,,-,INDIANA,,20211116,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2021,11,,-,14,,5,,45,,,-,4,,,-,,-,MICHIGAN,,20211117,POINT (-85.730977 44.874798),1262,50
OHIO,2021,11,,-,12,,50,,105,,,-,14,,9,,4,,OHIO,,20211118,POINT (-82.70936 40.415534),592,38
WISCONSIN,2021,11,2,,24,,32,,67,,,-,18,,2,,3,,WISCONSIN,,20211119,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2021,11,1,,31,,82,,160,,,-,122,,1,,2,,,WEST NORTH CENTRAL,20211120,,,
IOWA,2021,11,1,,17,,23,,68,,,-,103,,,-,2,,IOWA,,20211121,POINT (-93.500061 42.074659),299,16
KANSAS,2021,11,,-,4,,7,,11,,,-,8,,,-,,-,KANSAS,,20211122,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2021,11,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20211123,POINT (-94.198308 46.349153),1400,1
MISSOURI,2021,11,,-,13,,6,,50,,,-,37,,1,,,-,MISSOURI,,20211124,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2021,11,,-,5,,3,,16,,,-,29,,,-,,-,NEBRASKA,,20211125,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2021,11,,-,2,,6,,,-,,N,,NC,,N,,N,NORTH DAKOTA,,20211126,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2021,11,,-,13,,37,,15,,,-,6,,,-,,-,SOUTH DAKOTA,,20211127,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2021,11,2,,38,,108,,295,,,-,40,,3,,4,,,SOUTH ATLANTIC,20211128,,,
DELAWARE,2021,11,,-,3,,2,,3,,,-,1,,,-,,-,DELAWARE,,20211129,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2021,11,,-,1,,,-,6,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20211130,POINT (-77.016275 38.904785),1049,44
FLORIDA,2021,11,,-,9,,42,,81,,,-,21,,2,,1,,FLORIDA,,20211131,POINT (-82.420978 28.260731),1080,30
GEORGIA,2021,11,,-,21,,27,,61,,,-,18,,,-,,-,GEORGIA,,20211132,POINT (-83.426574 32.638481),1611,31
MARYLAND,2021,11,,-,3,,,-,25,,,-,3,,,-,2,,MARYLAND,,20211133,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2021,11,,-,9,,,-,43,,,-,1,,,-,,-,NORTH CAROLINA,,20211134,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2021,11,,-,4,,9,,17,,,-,3,,,-,,-,SOUTH CAROLINA,,20211135,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2021,11,2,,8,,28,,53,,,-,12,,1,,1,,VIRGINIA,,20211136,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2021,11,,-,5,,,-,6,,,-,1,,,-,,-,WEST VIRGINIA,,20211137,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2021,11,,-,17,,38,,103,,,-,16,,2,,2,,,EAST SOUTH CENTRAL,20211138,,,
ALABAMA,2021,11,,-,8,,14,,32,,,-,2,,,-,,-,ALABAMA,,20211139,POINT (-86.844516 32.756889),94,29
KENTUCKY,2021,11,,-,8,,9,,17,,,-,5,,1,,,-,KENTUCKY,,20211140,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2021,11,,-,1,,,-,13,,,N,,NC,,N,,N,MISSISSIPPI,,20211141,POINT (-89.65344 32.713378),494,32
TENNESSEE,2021,11,,-,8,,15,,41,,,-,11,,1,,2,,TENNESSEE,,20211142,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2021,11,6,,23,,46,,143,,,-,62,,1,,5,,,WEST SOUTH CENTRAL,20211143,,,
ARKANSAS,2021,11,2,,6,,10,,7,,,-,3,,1,,,-,ARKANSAS,,20211144,POINT (-92.439162 34.899825),998,15
LOUISIANA,2021,11,,-,6,,9,,30,,,-,16,,,-,2,,LOUISIANA,,20211145,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2021,11,4,,5,,14,,19,,,N,,NC,,N,,N,OKLAHOMA,,20211146,POINT (-97.508297 35.583449),712,20
TEXAS,2021,11,,-,15,,13,,87,,,-,53,,,-,3,,TEXAS,,20211147,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2021,11,3,,16,,60,,130,,,-,9,,,-,2,,,MOUNTAIN,20211148,,,
ARIZONA,2021,11,,-,5,,13,,19,,,-,2,,,-,,-,ARIZONA,,20211149,POINT (-111.664616 34.293239),987,7
COLORADO,2021,11,1,,7,,26,,38,,,-,6,,,-,1,,COLORADO,,20211150,POINT (-105.547832 38.998552),1062,9
IDAHO,2021,11,,-,2,,,-,11,,,N,,NC,,N,,N,IDAHO,,20211151,POINT (-114.659366 44.389073),1730,5
MONTANA,2021,11,,-,3,,7,,11,,,-,1,,,-,,-,MONTANA,,20211152,POINT (-109.645127 47.033521),2283,2
NEVADA,2021,11,,-,2,,3,,6,,,N,,NC,,N,,N,NEVADA,,20211153,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2021,11,,-,2,,,-,12,,,-,1,,,-,,-,NEW MEXICO,,20211154,POINT (-106.108388 34.421369),616,11
UTAH,2021,11,2,,6,,10,,29,,,-,3,,,-,1,,UTAH,,20211155,POINT (-111.678222 39.323779),900,13
WYOMING,2021,11,,-,1,,1,,4,,,-,1,,,-,,-,WYOMING,,20211156,POINT (-107.55145 42.999627),3084,14
PACIFIC,2021,11,3,,21,,95,,137,,,-,2,,,-,2,,,PACIFIC,20211157,,,
ALASKA,2021,11,,-,1,,,-,3,,,-,1,,,-,,-,ALASKA,,20211158,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2021,11,,-,10,,28,,88,,,-,2,,,-,2,,CALIFORNIA,,20211159,POINT (-119.662127 37.211164),1196,8
HAWAII,2021,11,,-,1,,,-,,-,,-,0,,,-,,-,HAWAII,,20211160,POINT (-157.854309 21.361013),1657,4
OREGON,2021,11,1,,6,,32,,15,,,-,0,,,-,,-,OREGON,,20211161,POINT (-120.605279 43.940449),719,12
WASHINGTON,2021,11,2,,11,,35,,31,,,-,0,,,-,,-,WASHINGTON,,20211162,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2021,11,,-,1,,,-,1,,,-,0,,,-,,-,,US TERRITORIES,20211163,,,
AMERICAN SAMOA,2021,11,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20211164,,,
NORTHERN MARIANA ISLANDS,2021,11,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20211165,POINT (145.725693 15.1834),,
GUAM,2021,11,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20211166,POINT (144.653198 13.3532),,
PUERTO RICO,2021,11,,-,1,,,-,1,,,-,0,,,-,,-,PUERTO RICO,,20211167,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2021,11,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20211168,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2021,11,,-,1,,,-,1,,,-,0,,,-,,-,,NON-US RESIDENTS,20211169,,,
TOTAL,2021,11,24,,211,,660,,1570,,,-,250,,19,,29,,,TOTAL,20211170,,,
US RESIDENTS,2021,12,33,,208,,741,,1664,,,-,250,,19,,32,,,US RESIDENTS,20211201,,,
NEW ENGLAND,2021,12,5,,20,,52,,75,,,-,5,,,-,1,,,NEW ENGLAND,20211202,,,
CONNECTICUT,2021,12,1,,4,,7,,7,,,-,2,,,-,,-,CONNECTICUT,,20211203,POINT (-72.738288 41.575155),1043,24
MAINE,2021,12,,-,5,,13,,8,,,-,0,,,-,,-,MAINE,,20211204,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2021,12,1,,6,,20,,34,,,-,4,,,-,1,,MASSACHUSETTS,,20211205,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2021,12,2,,3,,7,,12,,,-,2,,,-,,-,NEW HAMPSHIRE,,20211206,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2021,12,1,,2,,4,,6,,,-,1,,,-,,-,RHODE ISLAND,,20211207,POINT (-71.534637 41.572574),2703,27
VERMONT,2021,12,,-,11,,1,,8,,,-,0,,,-,,-,VERMONT,,20211208,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2021,12,4,,46,,100,,243,,,-,34,,1,,4,,,MIDDLE ATLANTIC,20211209,,,
NEW JERSEY,2021,12,,-,5,,,-,34,,,-,19,,,-,2,,NEW JERSEY,,20211210,POINT (-74.655514 40.110253),2447,46
NEW YORK,2021,12,1,,31,,31,,66,,,-,5,,1,,1,,NEW YORK,,20211211,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2021,12,,-,5,,24,,66,,,-,17,,,-,1,,,NEW YORK CITY,20211212,,,
PENNSYLVANIA,2021,12,3,,13,,45,,77,,,N,,NC,,N,,N,PENNSYLVANIA,,20211213,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2021,12,2,,63,,104,,318,,,-,112,,11,,8,,,EAST NORTH CENTRAL,20211214,,,
ILLINOIS,2021,12,,-,12,,10,,58,,,-,97,,,-,1,,ILLINOIS,,20211215,POINT (-89.148632 40.124144),1721,34
INDIANA,2021,12,,-,6,,4,,28,,,-,2,,,-,,-,INDIANA,,20211216,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2021,12,,-,14,,5,,48,,,-,4,,,-,,-,MICHIGAN,,20211217,POINT (-85.730977 44.874798),1262,50
OHIO,2021,12,,-,12,,50,,115,,,-,14,,9,,4,,OHIO,,20211218,POINT (-82.70936 40.415534),592,38
WISCONSIN,2021,12,2,,26,,35,,69,,,-,18,,2,,3,,WISCONSIN,,20211219,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2021,12,,-,31,,85,,175,,,-,122,,1,,2,,,WEST NORTH CENTRAL,20211220,,,
IOWA,2021,12,,-,17,,24,,74,,,-,103,,,-,2,,IOWA,,20211221,POINT (-93.500061 42.074659),299,16
KANSAS,2021,12,,-,4,,8,,12,,,-,8,,,-,,-,KANSAS,,20211222,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20211223,POINT (-94.198308 46.349153),1400,1
MISSOURI,2021,12,,-,13,,6,,53,,,-,37,,1,,,-,MISSOURI,,20211224,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2021,12,,-,5,,3,,20,,,-,29,,,-,,-,NEBRASKA,,20211225,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2021,12,,-,2,,7,,,-,,N,,NC,,N,,N,NORTH DAKOTA,,20211226,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2021,12,,-,13,,37,,16,,,-,6,,,-,,-,SOUTH DAKOTA,,20211227,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2021,12,11,,31,,133,,309,,,-,33,,3,,4,,,SOUTH ATLANTIC,20211228,,,
DELAWARE,2021,12,,-,3,,2,,3,,,-,1,,,-,,-,DELAWARE,,20211229,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2021,12,,-,1,,,-,6,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20211230,POINT (-77.016275 38.904785),1049,44
FLORIDA,2021,12,4,,9,,56,,84,,,-,21,,2,,1,,FLORIDA,,20211231,POINT (-82.420978 28.260731),1080,30
GEORGIA,2021,12,2,,11,,33,,62,,,-,9,,,-,,-,GEORGIA,,20211232,POINT (-83.426574 32.638481),1611,31
MARYLAND,2021,12,,-,3,,,-,25,,,-,3,,,-,2,,MARYLAND,,20211233,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2021,12,,-,9,,,-,46,,,-,1,,,-,,-,NORTH CAROLINA,,20211234,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2021,12,,-,4,,9,,19,,,-,3,,,-,,-,SOUTH CAROLINA,,20211235,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2021,12,5,,8,,33,,57,,,-,12,,1,,1,,VIRGINIA,,20211236,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2021,12,,-,5,,,-,7,,,-,1,,,-,,-,WEST VIRGINIA,,20211237,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2021,12,,-,17,,48,,109,,,-,16,,2,,2,,,EAST SOUTH CENTRAL,20211238,,,
ALABAMA,2021,12,,-,8,,16,,35,,,-,2,,,-,,-,ALABAMA,,20211239,POINT (-86.844516 32.756889),94,29
KENTUCKY,2021,12,,-,8,,9,,18,,,-,5,,1,,,-,KENTUCKY,,20211240,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2021,12,,-,1,,,-,13,,,N,,NC,,N,,N,MISSISSIPPI,,20211241,POINT (-89.65344 32.713378),494,32
TENNESSEE,2021,12,,-,8,,23,,43,,,-,11,,1,,2,,TENNESSEE,,20211242,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2021,12,4,,23,,53,,152,,,-,62,,1,,7,,,WEST SOUTH CENTRAL,20211243,,,
ARKANSAS,2021,12,3,,6,,13,,9,,,-,3,,1,,,-,ARKANSAS,,20211244,POINT (-92.439162 34.899825),998,15
LOUISIANA,2021,12,,-,6,,9,,30,,,-,16,,,-,2,,LOUISIANA,,20211245,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2021,12,,-,5,,14,,22,,,N,,NC,,N,,N,OKLAHOMA,,20211246,POINT (-97.508297 35.583449),712,20
TEXAS,2021,12,1,,15,,17,,91,,,-,53,,,-,5,,TEXAS,,20211247,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2021,12,2,,16,,64,,136,,,-,9,,,-,2,,,MOUNTAIN,20211248,,,
ARIZONA,2021,12,,-,5,,13,,19,,,-,2,,,-,,-,ARIZONA,,20211249,POINT (-111.664616 34.293239),987,7
COLORADO,2021,12,2,,7,,30,,39,,,-,6,,,-,1,,COLORADO,,20211250,POINT (-105.547832 38.998552),1062,9
IDAHO,2021,12,,-,2,,,-,12,,,N,,NC,,N,,N,IDAHO,,20211251,POINT (-114.659366 44.389073),1730,5
MONTANA,2021,12,,-,3,,7,,11,,,-,1,,,-,,-,MONTANA,,20211252,POINT (-109.645127 47.033521),2283,2
NEVADA,2021,12,,-,2,,3,,7,,,N,,NC,,N,,N,NEVADA,,20211253,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2021,12,,-,2,,,-,12,,,-,1,,,-,,-,NEW MEXICO,,20211254,POINT (-106.108388 34.421369),616,11
UTAH,2021,12,,-,6,,10,,32,,,-,3,,,-,1,,UTAH,,20211255,POINT (-111.678222 39.323779),900,13
WYOMING,2021,12,,-,1,,1,,4,,,-,1,,,-,,-,WYOMING,,20211256,POINT (-107.55145 42.999627),3084,14
PACIFIC,2021,12,5,,21,,102,,147,,,-,2,,,-,2,,,PACIFIC,20211257,,,
ALASKA,2021,12,,-,1,,,-,3,,,-,1,,,-,,-,ALASKA,,20211258,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2021,12,3,,9,,33,,93,,,-,2,,,-,2,,CALIFORNIA,,20211259,POINT (-119.662127 37.211164),1196,8
HAWAII,2021,12,,-,1,,,-,,-,,-,0,,,-,,-,HAWAII,,20211260,POINT (-157.854309 21.361013),1657,4
OREGON,2021,12,,-,6,,32,,16,,,-,0,,,-,,-,OREGON,,20211261,POINT (-120.605279 43.940449),719,12
WASHINGTON,2021,12,2,,11,,37,,35,,,-,0,,,-,,-,WASHINGTON,,20211262,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2021,12,,-,1,,,-,1,,,-,0,,,-,,-,,US TERRITORIES,20211263,,,
AMERICAN SAMOA,2021,12,,N,,NC,,N,,N,,N,,NC,,N,,N,,AMERICAN SAMOA,20211264,,,
NORTHERN MARIANA ISLANDS,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20211265,POINT (145.725693 15.1834),,
GUAM,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20211266,POINT (144.653198 13.3532),,
PUERTO RICO,2021,12,,-,1,,,-,1,,,-,0,,,-,,-,PUERTO RICO,,20211267,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2021,12,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20211268,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2021,12,,-,1,,,-,1,,,-,0,,,-,,-,,NON-US RESIDENTS,20211269,,,
TOTAL,2021,12,33,,208,,741,,1666,,,-,250,,19,,32,,,TOTAL,20211270,,,
US RESIDENTS,2021,13,34,,212,,814,,1747,,,-,254,,20,,33,,,US RESIDENTS,20211301,,,
NEW ENGLAND,2021,13,,-,20,,53,,79,,,-,5,,1,,1,,,NEW ENGLAND,20211302,,,
CONNECTICUT,2021,13,,-,4,,7,,7,,,-,2,,,-,,-,CONNECTICUT,,20211303,POINT (-72.738288 41.575155),1043,24
MAINE,2021,13,,-,5,,13,,9,,,-,0,,,-,,-,MAINE,,20211304,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2021,13,,-,6,,20,,35,,,-,4,,,-,1,,MASSACHUSETTS,,20211305,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2021,13,,-,3,,8,,13,,,-,2,,,-,,-,NEW HAMPSHIRE,,20211306,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2021,13,,-,2,,4,,7,,,-,1,,1,,,-,RHODE ISLAND,,20211307,POINT (-71.534637 41.572574),2703,27
VERMONT,2021,13,,-,11,,1,,8,,,-,0,,,-,,-,VERMONT,,20211308,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2021,13,5,,46,,108,,247,,,-,34,,2,,5,,,MIDDLE ATLANTIC,20211309,,,
NEW JERSEY,2021,13,,-,5,,,-,34,,,-,19,,,-,2,,NEW JERSEY,,20211310,POINT (-74.655514 40.110253),2447,46
NEW YORK,2021,13,3,,31,,34,,68,,,-,5,,1,,1,,NEW YORK,,20211311,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2021,13,,-,5,,25,,66,,,-,17,,1,,2,,,NEW YORK CITY,20211312,,,
PENNSYLVANIA,2021,13,2,,13,,49,,79,,,N,,NC,,N,,N,PENNSYLVANIA,,20211313,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2021,13,4,,63,,120,,325,,,-,112,,11,,8,,,EAST NORTH CENTRAL,20211314,,,
ILLINOIS,2021,13,,-,12,,10,,59,,,-,97,,,-,1,,ILLINOIS,,20211315,POINT (-89.148632 40.124144),1721,34
INDIANA,2021,13,,-,6,,4,,28,,,-,2,,,-,,-,INDIANA,,20211316,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2021,13,,-,14,,5,,48,,,-,4,,,-,,-,MICHIGAN,,20211317,POINT (-85.730977 44.874798),1262,50
OHIO,2021,13,,-,12,,59,,119,,,-,14,,9,,4,,OHIO,,20211318,POINT (-82.70936 40.415534),592,38
WISCONSIN,2021,13,4,,26,,42,,71,,,-,18,,2,,3,,WISCONSIN,,20211319,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2021,13,1,,32,,89,,184,,,-,126,,1,,2,,,WEST NORTH CENTRAL,20211320,,,
IOWA,2021,13,,-,18,,25,,79,,,-,107,,,-,2,,IOWA,,20211321,POINT (-93.500061 42.074659),299,16
KANSAS,2021,13,,-,5,,8,,14,,,-,8,,,-,,-,KANSAS,,20211322,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2021,13,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20211323,POINT (-94.198308 46.349153),1400,1
MISSOURI,2021,13,,-,13,,6,,54,,,-,37,,1,,,-,MISSOURI,,20211324,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2021,13,1,,5,,6,,20,,,-,29,,,-,,-,NEBRASKA,,20211325,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2021,13,,-,2,,7,,1,,,N,,NC,,N,,N,NORTH DAKOTA,,20211326,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2021,13,,-,13,,37,,16,,,-,6,,,-,,-,SOUTH DAKOTA,,20211327,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2021,13,10,,31,,145,,322,,,-,33,,3,,5,,,SOUTH ATLANTIC,20211328,,,
DELAWARE,2021,13,,-,3,,2,,3,,,-,1,,,-,,-,DELAWARE,,20211329,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2021,13,,-,1,,,-,6,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20211330,POINT (-77.016275 38.904785),1049,44
FLORIDA,2021,13,10,,9,,67,,91,,,-,21,,2,,1,,FLORIDA,,20211331,POINT (-82.420978 28.260731),1080,30
GEORGIA,2021,13,,-,11,,33,,63,,,-,9,,,-,,-,GEORGIA,,20211332,POINT (-83.426574 32.638481),1611,31
MARYLAND,2021,13,,-,3,,,-,26,,,-,3,,,-,3,,MARYLAND,,20211333,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2021,13,,-,9,,,-,47,,,-,1,,,-,,-,NORTH CAROLINA,,20211334,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2021,13,,-,4,,9,,20,,,-,3,,,-,,-,SOUTH CAROLINA,,20211335,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2021,13,,-,8,,34,,58,,,-,12,,1,,1,,VIRGINIA,,20211336,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2021,13,,-,5,,,-,8,,,-,1,,,-,,-,WEST VIRGINIA,,20211337,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2021,13,1,,20,,63,,128,,,-,16,,2,,2,,,EAST SOUTH CENTRAL,20211338,,,
ALABAMA,2021,13,,-,8,,21,,40,,,-,2,,,-,,-,ALABAMA,,20211339,POINT (-86.844516 32.756889),94,29
KENTUCKY,2021,13,1,,11,,19,,31,,,-,5,,1,,,-,KENTUCKY,,20211340,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2021,13,,-,1,,,-,13,,,N,,NC,,N,,N,MISSISSIPPI,,20211341,POINT (-89.65344 32.713378),494,32
TENNESSEE,2021,13,,-,8,,23,,44,,,-,11,,1,,2,,TENNESSEE,,20211342,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2021,13,4,,23,,56,,163,,,-,62,,,-,6,,,WEST SOUTH CENTRAL,20211343,,,
ARKANSAS,2021,13,,-,6,,12,,10,,,-,3,,,-,,-,ARKANSAS,,20211344,POINT (-92.439162 34.899825),998,15
LOUISIANA,2021,13,,-,6,,9,,32,,,-,16,,,-,2,,LOUISIANA,,20211345,POINT (-91.840238 30.921314),1537,22
